transcript	l_tr	l_utr5	l_cds	l_utr3
YGR024C_mRNA	984	97	711	176
YGR025W_mRNA	573	97	300	176
YGR026W_mRNA	1121	131	834	156
YGR027C_mRNA	599	112	324	163
YGR028W_mRNA	1268	25	1086	157
YGR029W_mRNA	840	97	567	176
YGR030C_mRNA	747	97	474	176
YGR031C-A_mRNA	762	97	489	176
YGR031W_mRNA	1419	80	1026	313
YGR032W_mRNA	5958	97	5685	176
YGR033C_mRNA	1041	77	717	247
YGR034W_mRNA	766	142	381	243
YGR035C_mRNA	618	90	348	180
YGR035W-A_mRNA	492	97	219	176
YGR036C_mRNA	990	97	717	176
YGR037C_mRNA	610	84	261	265
YGR038W_mRNA	977	162	666	149
YGR039W_mRNA	582	97	309	176
YGR040W_mRNA	1377	97	1104	176
YGR041W_mRNA	1914	97	1641	176
YGR042W_mRNA	956	50	813	93
YGR043C_mRNA	1272	97	999	176
YGR044C_mRNA	1173	97	900	176
YGR045C_mRNA	633	97	360	176
YGR046W_mRNA	1621	122	1155	344
YGR047C_mRNA	3348	97	3075	176
YGR048W_mRNA	1221	55	1083	83
YGR049W_mRNA	863	83	561	219
YGR050C_mRNA	517	88	354	75
YGR051C_mRNA	594	97	321	176
YGR052W_mRNA	1380	97	1107	176
YGR053C_mRNA	1019	103	849	67
YGR054W_mRNA	2312	171	1926	215
YGR055W_mRNA	1985	113	1722	150
YGR056W_mRNA	3057	97	2784	176
YGR057C_mRNA	999	97	726	176
YGR058W_mRNA	1278	97	1005	176
YGR059W_mRNA	1809	97	1536	176
YGR060W_mRNA	1327	83	927	317
YGR061C_mRNA	4347	97	4074	176
YGR062C_mRNA	1221	97	948	176
YGR063C_mRNA	432	23	306	103
YGR064W_mRNA	639	97	366	176
YGR065C_mRNA	2052	97	1779	176
YGR066C_mRNA	1149	97	876	176
YGR067C_mRNA	2685	97	2412	176
YGR068C_mRNA	2031	97	1758	176
YGR068W-A_mRNA	366	97	93	176
YGR069W_mRNA	606	97	333	176
YGR070W_mRNA	3738	97	3465	176
YGR071C_mRNA	2853	97	2580	176
YGR072W_mRNA	1434	97	1161	176
YGR073C_mRNA	642	97	369	176
YGR074W_mRNA	747	12	438	297
YGR075C_mRNA	999	97	726	176
YGR076C_mRNA	644	72	471	101
YGR077C_mRNA	1886	40	1767	79
YGR078C_mRNA	870	97	597	176
YGR079W_mRNA	1383	97	1110	176
YGR080W_mRNA	1099	30	996	73
YGR081C_mRNA	828	55	630	143
YGR082W_mRNA	747	47	549	151
YGR083C_mRNA	2226	97	1953	176
YGR084C_mRNA	1290	97	1017	176
YGR085C_mRNA	695	75	522	98
YGR086C_mRNA	1480	127	1017	336
YGR087C_mRNA	1962	97	1689	176
YGR088W_mRNA	1812	25	1686	101
YGR089W_mRNA	3081	97	2808	176
YGR090W_mRNA	3984	97	3711	176
YGR091W_mRNA	1755	97	1482	176
YGR092W_mRNA	1989	97	1716	176
YGR093W_mRNA	1671	66	1521	84
YGR094W_mRNA	3585	97	3312	176
YGR095C_mRNA	862	83	669	110
YGR096W_mRNA	1215	97	942	176
YGR097W_mRNA	3711	97	3438	176
YGR098C_mRNA	5163	97	4890	176
YGR099W_mRNA	2337	97	2064	176
YGR100W_mRNA	3049	100	2850	99
YGR101W_mRNA	1191	60	1038	93
YGR102C_mRNA	731	14	549	168
YGR103W_mRNA	2034	51	1815	168
YGR104C_mRNA	1008	68	921	19
YGR105W_mRNA	475	63	231	181
YGR106C_mRNA	955	68	795	92
YGR107W_mRNA	720	97	447	176
YGR108W_mRNA	1836	266	1413	157
YGR109C_mRNA	1413	97	1140	176
YGR110W_mRNA	1448	57	1335	56
YGR111W_mRNA	1387	72	1200	115
YGR112W_mRNA	1427	58	1167	202
YGR113W_mRNA	1392	62	1029	301
YGR114C_mRNA	660	97	387	176
YGR115C_mRNA	1050	97	777	176
YGR116W_mRNA	4514	56	4353	105
YGR117C_mRNA	1701	97	1428	176
YGR118W_mRNA	803	23	435	345
YGR119C_mRNA	1896	97	1623	176
YGR120C_mRNA	1059	97	786	176
YGR121C_mRNA	1749	97	1476	176
YGR121W-A_mRNA	486	97	213	176
YGR122C-A_mRNA	399	97	126	176
YGR122W_mRNA	1479	97	1206	176
YGR123C_mRNA	1730	34	1539	157
YGR124W_mRNA	1985	48	1716	221
YGR125W_mRNA	3381	97	3108	176
YGR126W_mRNA	963	97	690	176
YGR127W_mRNA	1209	97	936	176
YGR128C_mRNA	2272	48	2139	85
YGR129W_mRNA	918	97	645	176
YGR130C_mRNA	2723	103	2448	172
YGR131W_mRNA	795	97	522	176
YGR132C_mRNA	1134	97	861	176
YGR133W_mRNA	822	97	549	176
YGR134W_mRNA	3639	97	3366	176
YGR135W_mRNA	960	92	774	94
YGR136W_mRNA	996	97	723	176
YGR137W_mRNA	645	97	372	176
YGR138C_mRNA	2115	97	1842	176
YGR139W_mRNA	609	97	336	176
YGR140W_mRNA	3141	97	2868	176
YGR141W_mRNA	1532	32	1401	99
YGR142W_mRNA	1513	180	1230	103
YGR143W_mRNA	2586	97	2313	176
YGR144W_mRNA	1251	97	978	176
YGR145W_mRNA	2265	40	2121	104
YGR146C_mRNA	1030	297	633	100
YGR146C-A_mRNA	432	97	159	176
YGR147C_mRNA	1057	84	864	109
YGR148C_mRNA	722	104	465	153
YGR149W_mRNA	1570	111	1296	163
YGR150C_mRNA	2865	97	2592	176
YGR151C_mRNA	606	97	333	176
YGR152C_mRNA	1089	97	816	176
YGR153W_mRNA	924	97	651	176
YGR154C_mRNA	1341	97	1068	176
YGR155W_mRNA	1741	77	1521	143
YGR156W_mRNA	1548	97	1275	176
YGR157W_mRNA	2969	253	2607	109
YGR158C_mRNA	1023	97	750	176
YGR159C_mRNA	1437	55	1242	140
YGR160W_mRNA	882	97	609	176
YGR161C_mRNA	1097	94	789	214
YGR161W-C_mRNA	788	231	276	281
YGR162W_mRNA	3129	97	2856	176
YGR163W_mRNA	1144	57	1023	64
YGR164W_mRNA	606	97	333	176
YGR165W_mRNA	1225	54	1035	136
YGR166W_mRNA	1953	97	1680	176
YGR167W_mRNA	989	94	699	196
YGR168C_mRNA	1401	97	1128	176
YGR169C_mRNA	1322	26	1212	84
YGR169C-A_mRNA	781	104	276	401
YGR170W_mRNA	3748	56	3414	278
YGR171C_mRNA	1840	23	1725	92
YGR172C_mRNA	901	37	744	120
YGR173W_mRNA	1364	44	1104	216
YGR174C_mRNA	783	97	510	176
YGR174W-A_mRNA	348	149	84	115
YGR175C_mRNA	1670	27	1488	155
YGR176W_mRNA	618	97	345	176
YGR177C_mRNA	1878	97	1605	176
YGR178C_mRNA	2526	221	2166	139
YGR179C_mRNA	1491	97	1218	176
YGR180C_mRNA	1308	97	1035	176
YGR181W_mRNA	570	66	315	189
YGR182C_mRNA	624	97	351	176
YGR183C_mRNA	678	101	198	379
YGR184C_mRNA	6123	97	5850	176
YGR185C_mRNA	1341	43	1182	116
YGR186W_mRNA	2278	18	2205	55
YGR187C_mRNA	1455	97	1182	176
YGR188C_mRNA	3336	97	3063	176
YGR189C_mRNA	1719	90	1521	108
YGR190C_mRNA	636	97	363	176
YGR191W_mRNA	2272	229	1809	234
YGR192C_mRNA	1166	69	996	101
YGR193C_mRNA	1461	108	1230	123
YGR194C_mRNA	2073	97	1800	176
YGR195W_mRNA	926	106	738	82
YGR196C_mRNA	2724	97	2451	176
YGR197C_mRNA	1914	97	1641	176
YGR198W_mRNA	2724	97	2451	176
YGR199W_mRNA	2649	41	2277	331
YGR200C_mRNA	2501	59	2364	78
YGR201C_mRNA	948	97	675	176
YGR202C_mRNA	1545	97	1272	176
YGR203W_mRNA	717	97	444	176
YGR204C-A_mRNA	384	97	111	176
YGR204W_mRNA	2993	51	2838	104
YGR205W_mRNA	1113	126	870	117
YGR206W_mRNA	422	24	303	95
YGR207C_mRNA	965	55	783	127
YGR208W_mRNA	1038	59	927	52
YGR209C_mRNA	496	91	312	93
YGR210C_mRNA	1440	125	1233	82
YGR211W_mRNA	1739	79	1458	202
YGR212W_mRNA	1677	97	1404	176
YGR213C_mRNA	1224	97	951	176
YGR214W_mRNA	886	27	756	103
YGR215W_mRNA	534	82	330	122
YGR216C_mRNA	2100	97	1827	176
YGR217W_mRNA	6390	97	6117	176
YGR218W_mRNA	3525	97	3252	176
YGR219W_mRNA	612	97	339	176
YGR220C_mRNA	882	16	807	59
YGR221C_mRNA	2024	92	1866	66
YGR222W_mRNA	983	9	879	95
YGR223C_mRNA	1456	59	1344	53
YGR224W_mRNA	2112	97	1839	176
YGR225W_mRNA	2052	97	1779	176
YGR226C_mRNA	480	97	207	176
YGR227W_mRNA	1848	97	1575	176
YGR228W_mRNA	615	97	342	176
YGR229C_mRNA	1788	97	1515	176
YGR230W_mRNA	604	72	411	121
YGR231C_mRNA	1225	89	930	206
YGR232W_mRNA	780	22	684	74
YGR233C_mRNA	3807	97	3534	176
YGR234W_mRNA	1538	59	1197	282
YGR235C_mRNA	881	71	699	111
YGR236C_mRNA	558	97	285	176
YGR237C_mRNA	2628	97	2355	176
YGR238C_mRNA	2919	97	2646	176
YGR239C_mRNA	1077	102	864	111
YGR240C_mRNA	3436	247	2961	228
YGR240C-A_mRNA	471	97	198	176
YGR241C_mRNA	2251	513	1704	34
YGR242W_mRNA	579	97	306	176
YGR243W_mRNA	734	144	438	152
YGR244C_mRNA	1522	108	1281	133
YGR245C_mRNA	2574	97	2301	176
YGR246C_mRNA	2061	97	1788	176
YGR247W_mRNA	990	97	717	176
YGR248W_mRNA	910	34	765	111
YGR249W_mRNA	1641	97	1368	176
YGR250C_mRNA	2651	201	2343	107
YGR251W_mRNA	1008	33	588	387
YGR252W_mRNA	1549	48	1317	184
YGR253C_mRNA	917	65	780	72
YGR254W_mRNA	1550	77	1311	162
YGR255C_mRNA	1710	97	1437	176
YGR256W_mRNA	1749	97	1476	176
YGR257C_mRNA	1371	97	1098	176
YGR258C_mRNA	3366	97	3093	176
YGR259C_mRNA	711	97	438	176
YGR260W_mRNA	1718	2	1602	114
YGR261C_mRNA	2567	48	2427	92
YGR262C_mRNA	935	41	783	111
YGR263C_mRNA	1380	34	1272	74
YGR264C_mRNA	2526	97	2253	176
YGR265W_mRNA	681	97	408	176
YGR266W_mRNA	2376	97	2103	176
YGR267C_mRNA	952	159	729	64
YGR268C_mRNA	867	97	594	176
YGR269W_mRNA	597	97	324	176
YGR270C-A_mRNA	489	97	216	176
YGR270W_mRNA	4410	97	4137	176
YGR271C-A_mRNA	972	97	699	176
YGR271W_mRNA	6174	97	5901	176
YGR273C_mRNA	795	97	522	176
YGR274C_mRNA	3294	8	3198	88
YGR275W_mRNA	744	97	471	176
YGR276C_mRNA	1932	97	1659	176
YGR277C_mRNA	1022	18	915	89
YGR278W_mRNA	1838	10	1731	97
YGR279C_mRNA	1431	97	1158	176
YGR280C_mRNA	1086	97	813	176
YGR281W_mRNA	4815	226	4431	158
YGR282C_mRNA	1354	83	939	332
YGR283C_mRNA	1128	41	1023	64
YGR284C_mRNA	1151	49	930	172
YGR285C_mRNA	1356	13	1299	44
YGR286C_mRNA	1371	110	1125	136
YGR287C_mRNA	2040	97	1767	176
YGR288W_mRNA	1692	97	1419	176
YGR289C_mRNA	2121	97	1848	176
YGR290W_mRNA	714	97	441	176
YGR291C_mRNA	492	97	219	176
YGR292W_mRNA	2025	97	1752	176
YGR293C_mRNA	732	97	459	176
YGR294W_mRNA	633	97	360	176
YGR295C_mRNA	1416	97	1143	176
YGR296C-A_mRNA	846	97	573	176
YGR296C-B_mRNA	753	97	480	176
YGR296W_mRNA	5850	97	5577	176
YHL001W_mRNA	607	56	414	137
YHL002C-A_mRNA	759	97	486	176
YHL002W_mRNA	1629	97	1356	176
YHL003C_mRNA	1638	166	1233	239
YHL004W_mRNA	1366	80	1182	104
YHL005C_mRNA	663	97	390	176
YHL006C_mRNA	723	97	450	176
YHL006W-A_mRNA	624	97	351	176
YHL007C_mRNA	3090	97	2817	176
YHL008C_mRNA	2248	192	1881	175
YHL009C_mRNA	1263	97	990	176
YHL010C_mRNA	2028	97	1755	176
YHL011C_mRNA	1215	128	960	127
YHL012W_mRNA	1752	97	1479	176
YHL013C_mRNA	1055	40	921	94
YHL014C_mRNA	1488	97	1215	176
YHL015W_mRNA	636	97	363	176
YHL015W-A_mRNA	354	97	81	176
YHL016C_mRNA	2478	97	2205	176
YHL017W_mRNA	1869	97	1596	176
YHL018W_mRNA	633	97	360	176
YHL019C_mRNA	1937	39	1815	83
YHL019W-A_mRNA	864	97	591	176
YHL020C_mRNA	1400	84	1212	104
YHL021C_mRNA	1668	97	1395	176
YHL022C_mRNA	1467	97	1194	176
YHL023C_mRNA	3711	97	3438	176
YHL024W_mRNA	2412	97	2139	176
YHL025W_mRNA	1160	58	996	106
YHL026C_mRNA	1218	97	945	176
YHL027W_mRNA	2189	104	1875	210
YHL028W_mRNA	1981	69	1815	97
YHL029C_mRNA	2157	26	2037	94
YHL030W_mRNA	5877	97	5604	176
YHL030W-A_mRNA	732	97	459	176
YHL031C_mRNA	942	97	669	176
YHL032C_mRNA	2303	112	2127	64
YHL033C_mRNA	1478	20	768	690
YHL034C_mRNA	1144	119	882	143
YHL034W-A_mRNA	732	97	459	176
YHL035C_mRNA	5049	97	4776	176
YHL036W_mRNA	1745	30	1638	77
YHL037C_mRNA	672	97	399	176
YHL038C_mRNA	2038	41	1890	107
YHL039W_mRNA	2028	97	1755	176
YHL040C_mRNA	2154	97	1881	176
YHL041W_mRNA	720	97	447	176
YHL042W_mRNA	723	97	450	176
YHL043W_mRNA	783	97	510	176
YHL044W_mRNA	978	97	705	176
YHL045W_mRNA	618	97	345	176
YHL046C_mRNA	633	97	360	176
YHL046W-A_mRNA	597	97	324	176
YHL047C_mRNA	2133	97	1860	176
YHL048C-A_mRNA	405	97	132	176
YHL048W_mRNA	1416	97	1143	176
YHL049C_mRNA	1086	97	813	176
YHL050C_mRNA	2364	97	2091	176
YHL050W-A_mRNA	753	97	480	176
YHR001W_mRNA	1406	23	1311	72
YHR001W-A_mRNA	617	66	231	320
YHR002W_mRNA	1360	148	1071	141
YHR003C_mRNA	1382	11	1287	84
YHR004C_mRNA	1611	97	1338	176
YHR005C_mRNA	1689	97	1416	176
YHR005C-A_mRNA	543	45	279	219
YHR006W_mRNA	1819	57	1623	139
YHR007C_mRNA	2031	171	1590	270
YHR007C-A_mRNA	486	97	213	176
YHR008C_mRNA	897	85	699	113
YHR009C_mRNA	1930	235	1569	126
YHR010W_mRNA	640	80	408	152
YHR011W_mRNA	1533	102	1338	93
YHR012W_mRNA	1197	21	846	330
YHR013C_mRNA	902	41	714	147
YHR014W_mRNA	1146	97	873	176
YHR015W_mRNA	2250	97	1977	176
YHR016C_mRNA	1658	49	1404	205
YHR017W_mRNA	1261	26	1155	80
YHR018C_mRNA	1605	61	1389	155
YHR019C_mRNA	1817	77	1662	78
YHR020W_mRNA	2301	145	2064	92
YHR021C_mRNA	446	93	246	107
YHR021W-A_mRNA	726	97	453	176
YHR022C_mRNA	1041	97	768	176
YHR022C-A_mRNA	360	97	87	176
YHR023W_mRNA	6057	97	5784	176
YHR024C_mRNA	1757	38	1446	273
YHR025W_mRNA	1206	36	1071	99
YHR026W_mRNA	958	115	639	204
YHR027C_mRNA	3252	97	2979	176
YHR028C_mRNA	2593	48	2454	91
YHR028W-A_mRNA	591	97	318	176
YHR029C_mRNA	990	28	882	80
YHR030C_mRNA	1689	74	1452	163
YHR031C_mRNA	2442	97	2169	176
YHR032C-A_mRNA	390	97	117	176
YHR032W_mRNA	2016	97	1743	176
YHR032W-A_mRNA	450	97	177	176
YHR033W_mRNA	1572	22	1269	281
YHR034C_mRNA	1305	97	1032	176
YHR035W_mRNA	2163	97	1890	176
YHR036W_mRNA	1686	97	1413	176
YHR037W_mRNA	1944	47	1725	172
YHR038W_mRNA	963	97	690	176
YHR039C_mRNA	2205	97	1932	176
YHR039C-A_mRNA	487	38	342	107
YHR040W_mRNA	1235	26	1098	111
YHR041C_mRNA	903	97	630	176
YHR042W_mRNA	2303	55	2073	175
YHR043C_mRNA	923	108	738	77
YHR044C_mRNA	1011	97	738	176
YHR045W_mRNA	1953	97	1680	176
YHR046C_mRNA	1158	97	885	176
YHR047C_mRNA	2784	73	2568	143
YHR048W_mRNA	1815	97	1542	176
YHR049C-A_mRNA	567	97	294	176
YHR049W_mRNA	908	42	729	137
YHR050W_mRNA	1920	97	1647	176
YHR050W-A_mRNA	441	97	168	176
YHR051W_mRNA	1076	174	444	458
YHR052W_mRNA	1310	38	1128	144
YHR052W-A_mRNA	465	97	192	176
YHR053C_mRNA	456	97	183	176
YHR054C_mRNA	1335	97	1062	176
YHR054W-A_mRNA	465	97	192	176
YHR055C_mRNA	456	97	183	176
YHR056C_mRNA	2922	97	2649	176
YHR056W-A_mRNA	705	97	432	176
YHR057C_mRNA	770	30	615	125
YHR058C_mRNA	964	19	885	60
YHR059W_mRNA	531	52	390	89
YHR060W_mRNA	620	9	543	68
YHR061C_mRNA	1188	26	942	220
YHR062C_mRNA	986	21	879	86
YHR063C_mRNA	1410	97	1137	176
YHR063W-A_mRNA	606	97	333	176
YHR064C_mRNA	1866	61	1614	191
YHR065C_mRNA	1675	48	1503	124
YHR066W_mRNA	1510	34	1359	117
YHR067W_mRNA	1230	51	840	339
YHR068W_mRNA	1488	85	1161	242
YHR069C_mRNA	1249	26	1077	146
YHR069C-A_mRNA	633	97	360	176
YHR070C-A_mRNA	681	97	408	176
YHR070W_mRNA	1770	97	1497	176
YHR071C-A_mRNA	591	97	318	176
YHR071W_mRNA	960	97	687	176
YHR072W_mRNA	2373	82	2193	98
YHR072W-A_mRNA	421	86	174	161
YHR073C-B_mRNA	351	97	78	176
YHR073W_mRNA	3261	97	2988	176
YHR073W-A_mRNA	447	97	174	176
YHR074W_mRNA	2330	52	2142	136
YHR075C_mRNA	1473	97	1200	176
YHR076W_mRNA	1174	27	1029	118
YHR077C_mRNA	3540	97	3267	176
YHR078W_mRNA	1929	97	1656	176
YHR079C_mRNA	3618	97	3345	176
YHR079C-A_mRNA	546	97	273	176
YHR080C_mRNA	4308	97	4035	176
YHR081W_mRNA	739	61	552	126
YHR082C_mRNA	3360	97	3087	176
YHR083W_mRNA	1085	10	987	88
YHR084W_mRNA	2337	97	2064	176
YHR085W_mRNA	1075	31	1002	42
YHR086W_mRNA	1842	97	1569	176
YHR086W-A_mRNA	432	97	159	176
YHR087W_mRNA	819	287	333	199
YHR088W_mRNA	1013	32	885	96
YHR089C_mRNA	741	77	615	49
YHR090C_mRNA	1119	97	846	176
YHR091C_mRNA	2202	97	1929	176
YHR092C_mRNA	1871	75	1728	68
YHR093W_mRNA	819	97	546	176
YHR094C_mRNA	1862	55	1710	97
YHR095W_mRNA	765	97	492	176
YHR096C_mRNA	2049	97	1776	176
YHR097C_mRNA	1371	97	1098	176
YHR098C_mRNA	3060	97	2787	176
YHR099W_mRNA	11505	97	11232	176
YHR100C_mRNA	707	46	555	106
YHR101C_mRNA	1278	97	1005	176
YHR102W_mRNA	3509	178	3240	91
YHR103W_mRNA	2829	97	2556	176
YHR104W_mRNA	1270	99	981	190
YHR105W_mRNA	915	97	642	176
YHR106W_mRNA	1299	97	1026	176
YHR107C_mRNA	1456	63	1221	172
YHR108W_mRNA	1959	57	1755	147
YHR109W_mRNA	1859	25	1755	79
YHR110W_mRNA	781	29	636	116
YHR111W_mRNA	1593	97	1320	176
YHR112C_mRNA	1858	515	1134	209
YHR113W_mRNA	1650	39	1470	141
YHR114W_mRNA	2172	97	1899	176
YHR115C_mRNA	1521	97	1248	176
YHR116W_mRNA	726	97	453	176
YHR117W_mRNA	2190	97	1917	176
YHR118C_mRNA	1389	28	1305	56
YHR119W_mRNA	3513	97	3240	176
YHR120W_mRNA	2968	27	2877	64
YHR121W_mRNA	767	72	561	134
YHR122W_mRNA	916	70	693	153
YHR123W_mRNA	1446	97	1173	176
YHR124W_mRNA	2154	97	1881	176
YHR125W_mRNA	576	97	303	176
YHR126C_mRNA	750	97	477	176
YHR127W_mRNA	974	45	729	200
YHR128W_mRNA	937	59	648	230
YHR129C_mRNA	1375	104	1152	119
YHR130C_mRNA	606	97	333	176
YHR131C_mRNA	2823	97	2550	176
YHR131W-A_mRNA	516	97	243	176
YHR132C_mRNA	1491	42	1290	159
YHR132W-A_mRNA	630	69	393	168
YHR133C_mRNA	1146	97	873	176
YHR134W_mRNA	1080	97	807	176
YHR135C_mRNA	1815	109	1614	92
YHR136C_mRNA	717	97	444	176
YHR137C-A_mRNA	921	97	648	176
YHR137W_mRNA	1918	280	1539	99
YHR138C_mRNA	539	72	342	125
YHR139C_mRNA	1251	97	978	176
YHR139C-A_mRNA	582	97	309	176
YHR140W_mRNA	990	97	717	176
YHR141C_mRNA	508	65	318	125
YHR142W_mRNA	1256	223	948	85
YHR143W_mRNA	1489	268	975	246
YHR143W-A_mRNA	546	61	210	275
YHR144C_mRNA	1119	32	936	151
YHR145C_mRNA	627	97	354	176
YHR146W_mRNA	1492	39	1395	58
YHR147C_mRNA	825	59	642	124
YHR148W_mRNA	916	28	549	339
YHR149C_mRNA	2469	146	2202	121
YHR150W_mRNA	2010	97	1737	176
YHR151C_mRNA	1851	97	1578	176
YHR152W_mRNA	757	119	519	119
YHR153C_mRNA	867	97	594	176
YHR154W_mRNA	3483	97	3210	176
YHR155W_mRNA	3957	97	3684	176
YHR156C_mRNA	1104	54	1020	30
YHR157W_mRNA	819	97	546	176
YHR158C_mRNA	3765	97	3492	176
YHR159W_mRNA	1785	97	1512	176
YHR160C_mRNA	1122	97	849	176
YHR161C_mRNA	2184	97	1911	176
YHR162W_mRNA	709	203	387	119
YHR163W_mRNA	907	19	747	141
YHR164C_mRNA	4839	97	4566	176
YHR165C_mRNA	7512	97	7239	176
YHR165W-A_mRNA	582	97	309	176
YHR166C_mRNA	2151	97	1878	176
YHR167W_mRNA	1056	97	783	176
YHR168W_mRNA	1827	97	1554	176
YHR169W_mRNA	1491	43	1293	155
YHR170W_mRNA	1754	62	1554	138
YHR171W_mRNA	1976	9	1890	77
YHR172W_mRNA	2742	97	2469	176
YHR173C_mRNA	609	97	336	176
YHR174W_mRNA	1477	38	1311	128
YHR175W_mRNA	840	97	567	176
YHR175W-A_mRNA	420	97	147	176
YHR176W_mRNA	1443	79	1296	68
YHR177W_mRNA	1632	97	1359	176
YHR178W_mRNA	2502	97	2229	176
YHR179W_mRNA	1368	57	1200	111
YHR180C-B_mRNA	375	97	102	176
YHR180W_mRNA	762	97	489	176
YHR180W-A_mRNA	453	97	180	176
YHR181W_mRNA	859	58	684	117
YHR182C-A_mRNA	744	97	471	176
YHR182W_mRNA	2628	97	2355	176
YHR183W_mRNA	1681	87	1467	127
YHR184W_mRNA	1986	97	1713	176
YHR185C_mRNA	984	97	711	176
YHR186C_mRNA	4944	97	4671	176
YHR187W_mRNA	1075	35	927	113
YHR188C_mRNA	2009	49	1830	130
YHR189W_mRNA	843	97	570	176
YHR190W_mRNA	1483	49	1332	102
YHR191C_mRNA	644	60	399	185
YHR192W_mRNA	952	35	834	83
YHR193C_mRNA	668	65	522	81
YHR193C-A_mRNA	645	97	372	176
YHR194W_mRNA	1875	53	1737	85
YHR195W_mRNA	1333	174	963	196
YHR196W_mRNA	1838	59	1725	54
YHR197W_mRNA	2408	11	2289	108
YHR198C_mRNA	1184	97	963	124
YHR199C_mRNA	1203	97	930	176
YHR199C-A_mRNA	492	97	219	176
YHR200W_mRNA	911	34	804	73
YHR201C_mRNA	1464	97	1191	176
YHR202W_mRNA	2079	97	1806	176
YHR203C_mRNA	1033	120	783	130
YHR204W_mRNA	2661	97	2388	176
YHR205W_mRNA	2745	97	2472	176
YHR206W_mRNA	2139	97	1866	176
YHR207C_mRNA	1851	97	1578	176
YHR208W_mRNA	1389	49	1179	161
YHR209W_mRNA	1146	97	873	176
YHR210C_mRNA	1296	97	1023	176
YHR211W_mRNA	3498	97	3225	176
YHR212C_mRNA	606	97	333	176
YHR212W-A_mRNA	474	97	201	176
YHR213W_mRNA	867	97	594	176
YHR213W-A_mRNA	504	97	231	176
YHR213W-B_mRNA	570	97	297	176
YHR214C-D_mRNA	564	97	291	176
YHR214C-E_mRNA	570	97	297	176
YHR214W_mRNA	882	97	609	176
YHR214W-A_mRNA	756	97	483	176
YHR215W_mRNA	1674	97	1401	176
YHR216W_mRNA	1857	106	1569	182
YHR217C_mRNA	732	97	459	176
YHR218W_mRNA	2082	97	1809	176
YHR218W-A_mRNA	588	97	315	176
YHR219C-A_mRNA	753	97	480	176
YHR219W_mRNA	2145	97	1872	176
YIL001W_mRNA	1812	97	1539	176
YIL002C_mRNA	3111	97	2838	176
YIL002W-A_mRNA	449	42	207	200
YIL003W_mRNA	1030	52	879	99
YIL004C_mRNA	493	19	426	48
YIL005W_mRNA	2376	97	2103	176
YIL006W_mRNA	1392	97	1119	176
YIL007C_mRNA	861	44	660	157
YIL008W_mRNA	565	82	297	186
YIL009W_mRNA	2306	1	2082	223
YIL010W_mRNA	912	85	645	182
YIL011W_mRNA	1080	97	807	176
YIL012W_mRNA	612	97	339	176
YIL013C_mRNA	4506	97	4233	176
YIL014C-A_mRNA	585	97	312	176
YIL014W_mRNA	2068	174	1890	4
YIL015W_mRNA	2034	97	1761	176
YIL016W_mRNA	565	25	477	63
YIL017C_mRNA	3036	97	2763	176
YIL018W_mRNA	876	24	762	90
YIL019W_mRNA	1279	26	1038	215
YIL020C_mRNA	935	51	783	101
YIL020C-A_mRNA	609	97	336	176
YIL021C-A_mRNA	540	97	267	176
YIL021W_mRNA	1181	89	954	138
YIL022W_mRNA	1723	118	1293	312
YIL023C_mRNA	1311	97	1038	176
YIL024C_mRNA	739	52	567	120
YIL025C_mRNA	645	97	372	176
YIL026C_mRNA	3723	97	3450	176
YIL027C_mRNA	657	58	423	176
YIL028W_mRNA	669	97	396	176
YIL029C_mRNA	699	97	426	176
YIL029W-A_mRNA	642	97	369	176
YIL030C_mRNA	4103	64	3957	82
YIL030W-A_mRNA	609	97	336	176
YIL031W_mRNA	3375	97	3102	176
YIL032C_mRNA	627	97	354	176
YIL033C_mRNA	1543	108	1248	187
YIL034C_mRNA	951	27	861	63
YIL035C_mRNA	1389	97	1116	176
YIL036W_mRNA	2027	159	1761	107
YIL037C_mRNA	2241	97	1968	176
YIL038C_mRNA	2781	97	2508	176
YIL039W_mRNA	1616	29	1419	168
YIL040W_mRNA	550	18	414	118
YIL041W_mRNA	1129	41	978	110
YIL042C_mRNA	1352	57	1182	113
YIL043C_mRNA	992	25	852	115
YIL044C_mRNA	1103	35	894	174
YIL045W_mRNA	1855	94	1614	147
YIL046W_mRNA	2141	68	1920	153
YIL046W-A_mRNA	435	97	162	176
YIL047C_mRNA	2979	97	2706	176
YIL047C-A_mRNA	639	97	366	176
YIL048W_mRNA	3726	97	3453	176
YIL049W_mRNA	837	6	759	72
YIL050W_mRNA	1105	122	855	128
YIL051C_mRNA	674	81	435	158
YIL052C_mRNA	572	92	363	117
YIL053W_mRNA	1013	97	750	166
YIL054W_mRNA	588	97	315	176
YIL055C_mRNA	2154	97	1881	176
YIL056W_mRNA	2182	127	1920	135
YIL057C_mRNA	613	71	492	50
YIL058W_mRNA	555	97	282	176
YIL059C_mRNA	636	97	363	176
YIL060W_mRNA	705	97	432	176
YIL061C_mRNA	1173	97	900	176
YIL062C_mRNA	611	38	462	111
YIL063C_mRNA	1039	37	981	21
YIL064W_mRNA	1044	97	771	176
YIL065C_mRNA	673	91	465	117
YIL066C_mRNA	2880	97	2607	176
YIL066W-A_mRNA	714	97	441	176
YIL067C_mRNA	2159	59	2034	66
YIL068C_mRNA	2597	67	2415	115
YIL068W-A_mRNA	654	97	381	176
YIL069C_mRNA	742	122	405	215
