"transcript"	"l_tr"	"l_utr5"	"l_cds"	"l_utr3"	"nis_pos"
"YEL005C_mRNA"	962	40	846	76	73
"YEL004W_mRNA"	1299	97	1026	176	19
"YEL003W_mRNA"	479	19	333	127	31
"YEL002C_mRNA"	1467	50	1290	127	25
"YEL001C_mRNA"	948	97	675	176	28
"YER001W_mRNA"	2628	49	2286	293	43
"YER002W_mRNA"	859	64	693	102	34
"YER003C_mRNA"	1380	31	1287	62	37
"YER004W_mRNA"	943	8	693	242	112
"YER005W_mRNA"	2163	97	1890	176	28
"YER006W_mRNA"	1714	51	1560	103	16
"YER006C-A_mRNA"	588	97	315	176	4
"YER007W_mRNA"	1827	97	1554	176	28
"YER007C-A_mRNA"	754	40	543	171	46
"YER008C_mRNA"	4281	97	4008	176	43
"YER009W_mRNA"	631	73	375	183	55
"YER010C_mRNA"	975	97	702	176	73
"YER011W_mRNA"	1035	97	762	176	16
"YER012W_mRNA"	829	86	594	149	34
"YER013W_mRNA"	3708	97	3435	176	10
"YER014W_mRNA"	1890	97	1617	176	52
"YER014C-A_mRNA"	732	97	459	176	46
"YER015W_mRNA"	2564	76	2232	256	52
"YER016W_mRNA"	1305	97	1032	176	13
"YER017C_mRNA"	2556	97	2283	176	154
"YER018C_mRNA"	936	97	663	176	58
"YER019W_mRNA"	1704	97	1431	176	73
"YER019C-A_mRNA"	732	388	264	80	10
"YER020W_mRNA"	1620	97	1347	176	13
"YER021W_mRNA"	1842	97	1569	176	22
"YER022W_mRNA"	2334	97	2061	176	115
"YER023W_mRNA"	1050	42	858	150	64
"YER023C-A_mRNA"	483	97	210	176	76
"YER024W_mRNA"	3042	97	2769	176	55
"YER025W_mRNA"	1917	70	1581	266	40
"YER026C_mRNA"	1051	91	828	132	4
"YER027C_mRNA"	1601	117	1251	233	7
"YER028C_mRNA"	1455	97	1182	176	16
"YER029C_mRNA"	755	71	588	96	7
"YER030W_mRNA"	658	65	459	134	4
"YER031C_mRNA"	879	34	669	176	40
"YER032W_mRNA"	2901	97	2628	176	37
"YER033C_mRNA"	3501	97	3228	176	31
"YER034W_mRNA"	828	97	555	176	28
"YER035W_mRNA"	691	81	435	175	37
"YER036C_mRNA"	1983	56	1830	97	7
"YER037W_mRNA"	1267	81	963	223	31
"YER038C_mRNA"	1665	97	1392	176	10
"YER039C_mRNA"	1020	97	747	176	139
"YER038W-A_mRNA"	651	97	378	176	16
"YER039C-A_mRNA"	489	97	216	176	Inf
"YER040W_mRNA"	2531	82	2190	259	61
"YER041W_mRNA"	2550	97	2277	176	103
"YER042W_mRNA"	802	84	552	166	10
"YER043C_mRNA"	1652	84	1347	221	46
"YER044C_mRNA"	703	131	444	128	7
"YER044C-A_mRNA"	1497	97	1224	176	154
"YER045C_mRNA"	1843	259	1467	117	55
"YER046W_mRNA"	589	103	429	57	4
"YER046W-A_mRNA"	600	97	327	176	58
"YER047C_mRNA"	2964	97	2691	176	4
"YER048C_mRNA"	1404	107	1173	124	Inf
"YER048W-A_mRNA"	708	89	282	337	13
"YER049W_mRNA"	2205	97	1932	176	22
"YER050C_mRNA"	646	67	414	165	16
"YER051W_mRNA"	1749	97	1476	176	82
"YER052C_mRNA"	1827	82	1581	164	25
"YER053C_mRNA"	1181	98	900	183	76
"YER053C-A_mRNA"	619	125	111	383	151
"YER054C_mRNA"	1917	97	1644	176	25
"YER055C_mRNA"	1164	97	891	176	37
"YER056C_mRNA"	1851	87	1599	165	73
"YER056C-A_mRNA"	528	37	363	128	40
"YER057C_mRNA"	556	73	387	96	34
"YER058W_mRNA"	497	38	321	138	61
"YER059W_mRNA"	1511	176	1260	75	22
"YER060W_mRNA"	1857	97	1584	176	16
"YER060W-A_mRNA"	1863	97	1590	176	16
"YER061C_mRNA"	1599	97	1326	176	10
"YER062C_mRNA"	901	66	750	85	25
"YER063W_mRNA"	898	95	654	149	37
"YER064C_mRNA"	1876	90	1515	271	40
"YER065C_mRNA"	1944	97	1671	176	13
"YER066W_mRNA"	828	97	555	176	13
"YER066C-A_mRNA"	771	97	498	176	49
"YER067W_mRNA"	889	290	483	116	40
"YER067C-A_mRNA"	594	97	321	176	25
"YER068W_mRNA"	2034	97	1761	176	34
"YER068C-A_mRNA"	702	97	429	176	61
"YER069W_mRNA"	2786	49	2589	148	46
"YER070W_mRNA"	2921	48	2664	209	4
"YER071C_mRNA"	706	102	378	226	31
"YER072W_mRNA"	646	102	387	157	73
"YER073W_mRNA"	1833	97	1560	176	22
"YER074W_mRNA"	590	56	405	129	10
"YER074W-A_mRNA"	569	69	255	245	178
"YER075C_mRNA"	3079	173	2784	122	10
"YER076C_mRNA"	1179	97	906	176	19
"YER076W-A_mRNA"	618	97	345	176	19
"YER077C_mRNA"	2337	97	2064	176	40
"YER078C_mRNA"	1806	97	1533	176	13
"YER078W-A_mRNA"	435	97	162	176	10
"YER079W_mRNA"	972	77	630	265	10
"YER079C-A_mRNA"	609	97	336	176	4
"YER080W_mRNA"	2009	45	1881	83	Inf
"YER081W_mRNA"	1680	97	1407	176	58
"YER082C_mRNA"	1795	54	1662	79	34
"YER083C_mRNA"	1128	97	855	176	25
"YER084W_mRNA"	657	97	384	176	64
"YER085C_mRNA"	792	97	519	176	121
"YER084W-A_mRNA"	783	97	510	176	13
"YER086W_mRNA"	1958	88	1728	142	22
"YER087W_mRNA"	1874	75	1728	71	Inf
"YER087C-A_mRNA"	822	97	549	176	Inf
"YER087C-B_mRNA"	546	52	246	248	133
"YER088C_mRNA"	2283	97	2010	176	19
"YER088C-A_mRNA"	594	97	321	176	76
"YER088W-B_mRNA"	417	97	144	176	40
"YER089C_mRNA"	1777	327	1392	58	Inf
"YER090W_mRNA"	1733	83	1521	129	31
"YER090C-A_mRNA"	360	97	87	176	49
"YER091C_mRNA"	2574	97	2301	176	25
"YER091C-A_mRNA"	492	97	219	176	91
"YER092W_mRNA"	672	39	375	258	172
"YER093C_mRNA"	4563	97	4290	176	25
"YER093C-A_mRNA"	684	97	411	176	19
"YER094C_mRNA"	989	217	615	157	100
"YER095W_mRNA"	1485	54	1200	231	187
"YER096W_mRNA"	1809	97	1536	176	4
"YER097W_mRNA"	600	97	327	176	4
"YER098W_mRNA"	2535	97	2262	176	49
"YER099C_mRNA"	1312	270	954	88	Inf
"YER100W_mRNA"	1122	277	750	95	10
"YER101C_mRNA"	1563	97	1290	176	82
"YER102W_mRNA"	857	104	600	153	7
"YER103W_mRNA"	2135	72	1926	137	22
"YER104W_mRNA"	1036	29	624	383	145
"YER105C_mRNA"	4446	97	4173	176	85
"YER106W_mRNA"	1179	97	906	176	4
"YER107C_mRNA"	1368	97	1095	176	19
"YER107W-A_mRNA"	591	97	318	176	70
"YER110C_mRNA"	3606	141	3339	126	10
"YER111C_mRNA"	3552	97	3279	176	100
"YER112W_mRNA"	758	101	561	96	19
"YER113C_mRNA"	2391	97	2118	176	46
"YER114C_mRNA"	3393	97	3120	176	7
"YER115C_mRNA"	916	239	573	104	28
"YER116C_mRNA"	1095	97	822	176	31
"YER117W_mRNA"	689	102	411	176	49
"YER118C_mRNA"	1460	198	1101	161	4
"YER119C_mRNA"	1617	97	1344	176	61
"YER119C-A_mRNA"	642	97	369	176	7
"YER120W_mRNA"	948	39	732	177	4
"YER121W_mRNA"	491	30	342	119	109
"YER122C_mRNA"	1716	81	1479	156	7
"YER123W_mRNA"	2185	188	1572	425	4
"YER124C_mRNA"	2038	63	1719	256	10
"YER125W_mRNA"	3335	512	2427	396	121
"YER126C_mRNA"	946	35	783	128	Inf
"YER127W_mRNA"	1181	21	1071	89	31
"YER128W_mRNA"	777	33	609	135	40
"YER129W_mRNA"	3699	97	3426	176	7
"YER130C_mRNA"	1602	97	1329	176	31
"YER131W_mRNA"	605	97	357	151	7
"YER132C_mRNA"	5532	97	5259	176	10
"YER133W_mRNA"	1235	69	936	230	49
"YER134C_mRNA"	801	46	534	221	103
"YER133W-A_mRNA"	612	97	339	176	7
"YER135C_mRNA"	663	97	390	176	13
"YER136W_mRNA"	1822	137	1353	332	40
"YER137C_mRNA"	717	97	444	176	4
"YER137W-A_mRNA"	576	97	303	176	109
"YER138W-A_mRNA"	375	97	102	176	7
"YER139C_mRNA"	951	97	678	176	67
"YER140W_mRNA"	1941	97	1668	176	109
"YER141W_mRNA"	1731	97	1458	176	22
"YER142C_mRNA"	1161	97	888	176	25
"YER143W_mRNA"	1547	58	1284	205	46
"YER144C_mRNA"	2688	97	2415	176	28
"YER145C_mRNA"	1394	26	1212	156	82
"YER145C-A_mRNA"	708	97	435	176	Inf
"YER146W_mRNA"	420	46	279	95	16
"YER147C_mRNA"	2046	66	1872	108	28
"YER147C-A_mRNA"	681	97	408	176	67
"YER148W_mRNA"	1111	199	720	192	64
"YER149C_mRNA"	1533	97	1260	176	19
"YER148W-A_mRNA"	849	97	576	176	145
"YER150W_mRNA"	647	35	444	168	16
"YER151C_mRNA"	2866	58	2736	72	34
"YER152C_mRNA"	1602	97	1329	176	22
"YER152W-A_mRNA"	837	97	564	176	Inf
"YER153C_mRNA"	1035	97	762	176	172
"YER154W_mRNA"	1300	26	1206	68	40
"YER155C_mRNA"	6774	97	6501	176	151
"YER156C_mRNA"	1155	31	1014	110	40
"YER157W_mRNA"	2676	97	2403	176	13
"YER158C_mRNA"	1992	97	1719	176	97
"YER159C_mRNA"	768	192	426	150	25
"YER158W-A_mRNA"	486	97	213	176	Inf
"YER161C_mRNA"	1272	97	999	176	172
"YER162C_mRNA"	2366	35	2262	69	22
"YER163C_mRNA"	969	97	696	176	25
"YER164W_mRNA"	4677	97	4404	176	127
"YER165W_mRNA"	2096	142	1731	223	13
"YER165C-A_mRNA"	627	97	354	176	76
"YER166W_mRNA"	4986	97	4713	176	4
"YER167W_mRNA"	2826	97	2553	176	85
"YER168C_mRNA"	1730	43	1638	49	4
"YER169W_mRNA"	2661	97	2388	176	97
"YER170W_mRNA"	1049	23	675	351	10
"YER171W_mRNA"	2607	97	2334	176	25
"YER172C_mRNA"	6762	97	6489	176	46
"YER172C-A_mRNA"	651	97	378	176	4
"YER173W_mRNA"	2250	97	1977	176	16
"YER174C_mRNA"	1005	97	732	176	76
"YER175C_mRNA"	1076	19	897	160	40
"YER175W-A_mRNA"	435	97	162	176	40
"YER176W_mRNA"	3636	97	3363	176	43
"YER177W_mRNA"	1144	150	801	193	10
"YER178W_mRNA"	1457	60	1260	137	22
"YER179W_mRNA"	1275	97	1002	176	46
"YER180C_mRNA"	1074	97	801	176	37
"YER180C-A_mRNA"	528	97	255	176	31
"YER181C_mRNA"	594	97	321	176	151
"YER182W_mRNA"	897	64	732	101	58
"YER183C_mRNA"	723	11	633	79	46
"YER184C_mRNA"	2655	97	2382	176	28
"YER185W_mRNA"	1182	97	909	176	22
"YER186C_mRNA"	1191	97	918	176	Inf
"YER187W_mRNA"	696	97	423	176	85
"YER188W_mRNA"	990	97	717	176	91
"YER188C-A_mRNA"	570	97	297	176	49
"YER189W_mRNA"	639	97	366	176	52
"YER190W_mRNA"	5316	97	5043	176	49
"YER190C-A_mRNA"	846	97	573	176	139
"YER190C-B_mRNA"	753	97	480	176	88
"YFL068W_mRNA"	656	0	480	176	88
"YFL067W_mRNA"	798	97	525	176	172
"YFL066C_mRNA"	1449	97	1176	176	40
"YFL065C_mRNA"	579	97	306	176	22
"YFL064C_mRNA"	795	97	522	176	106
"YFL063W_mRNA"	726	97	453	176	58
"YFL062W_mRNA"	1410	97	1137	176	7
"YFL061W_mRNA"	948	97	675	176	19
"YFL060C_mRNA"	939	97	666	176	19
"YFL059W_mRNA"	1167	97	894	176	7
"YFL058W_mRNA"	1293	97	1020	176	52
"YFL055W_mRNA"	1947	97	1674	176	13
"YFL054C_mRNA"	2211	97	1938	176	31
"YFL053W_mRNA"	2046	97	1773	176	58
"YFL052W_mRNA"	1668	97	1395	176	Inf
"YFL051C_mRNA"	753	97	480	176	22
"YFL050C_mRNA"	2847	97	2574	176	34
"YFL049W_mRNA"	2058	44	1869	145	10
"YFL048C_mRNA"	1510	33	1335	142	91
"YFL047W_mRNA"	2415	97	2142	176	7
"YFL046W_mRNA"	848	70	621	157	28
"YFL045C_mRNA"	1009	86	762	161	25
"YFL044C_mRNA"	1135	38	903	194	4
"YFL042C_mRNA"	2130	44	2022	64	40
"YFL041W-A_mRNA"	462	97	189	176	16
"YFL041W_mRNA"	2065	22	1866	177	19
"YFL040W_mRNA"	1893	97	1620	176	49
"YFL039C_mRNA"	1572	187	1125	260	76
"YFL038C_mRNA"	822	83	618	121	34
"YFL037W_mRNA"	1670	71	1371	228	70
"YFL036W_mRNA"	4326	97	4053	176	46
"YFL034C-B_mRNA"	1101	64	861	176	7
"YFL034C-A_mRNA"	498	59	366	73	31
"YFL034W_mRNA"	3492	97	3219	176	25
"YFL033C_mRNA"	5583	97	5310	176	4
"YFL032W_mRNA"	591	97	318	176	7
"YFL031W_mRNA"	1197	66	714	417	118
"YFL031C-A_mRNA"	372	97	99	176	169
"YFL030W_mRNA"	1250	4	1155	91	82
"YFL029C_mRNA"	1377	97	1104	176	4
"YFL028C_mRNA"	956	32	867	57	52
"YFL027C_mRNA"	1562	20	1491	51	28
"YFL026W_mRNA"	1566	97	1293	176	28
"YFL025C_mRNA"	3360	97	3087	176	28
"YFL024C_mRNA"	2769	97	2496	176	100
"YFL023W_mRNA"	2584	97	2388	99	40
"YFL022C_mRNA"	1656	42	1509	105	19
"YFL021C-A_mRNA"	1125	97	852	176	61
"YFL021W_mRNA"	1803	97	1530	176	94
"YFL020C_mRNA"	639	97	366	176	7
"YFL019C_mRNA"	624	97	351	176	25
"YFL018C_mRNA"	1675	103	1497	75	67
"YFL017W-A_mRNA"	369	57	231	81	Inf
"YFL017C_mRNA"	710	50	477	183	49
"YFL016C_mRNA"	1701	81	1533	87	22
"YFL015C_mRNA"	765	97	492	176	124
"YFL015W-A_mRNA"	588	97	315	176	31
"YFL014W_mRNA"	614	74	327	213	22
"YFL013C_mRNA"	2349	97	2076	176	61
"YFL013W-A_mRNA"	1074	97	801	176	115
"YFL012W-A_mRNA"	645	97	372	176	25
"YFL012W_mRNA"	698	92	444	162	22
"YFL011W_mRNA"	1911	97	1638	176	28
"YFL010W-A_mRNA"	555	97	282	176	127
"YFL010C_mRNA"	830	38	633	159	43
"YFL009W_mRNA"	2605	180	2337	88	25
"YFL008W_mRNA"	3822	41	3675	106	82
"YFL007W_mRNA"	6702	97	6429	176	16
"YFL005W_mRNA"	1057	187	645	225	34
"YFL004W_mRNA"	2762	143	2484	135	22
"YFL003C_mRNA"	2907	97	2634	176	19
"YFL002C_mRNA"	1994	35	1818	141	49
"YFL001W_mRNA"	1419	58	1326	35	13
"YFR001W_mRNA"	757	46	612	99	10
"YFR002W_mRNA"	2620	15	2517	88	10
"YFR003C_mRNA"	646	47	465	134	Inf
"YFR004W_mRNA"	1028	49	918	61	34
"YFR005C_mRNA"	1617	97	1344	176	16
"YFR006W_mRNA"	1742	25	1605	112	37
"YFR007W_mRNA"	1180	52	1059	69	46
"YFR008W_mRNA"	936	97	663	176	37
"YFR009W_mRNA"	2529	97	2256	176	37
"YFR009W-A_mRNA"	528	97	255	176	49
"YFR010W_mRNA"	1770	97	1497	176	28
"YFR011C_mRNA"	700	44	510	146	58
"YFR010W-A_mRNA"	459	97	186	176	7
"YFR012W_mRNA"	879	97	606	176	10
"YFR012W-A_mRNA"	357	97	84	176	73
"YFR013W_mRNA"	2536	56	2361	119	25
"YFR014C_mRNA"	1594	50	1338	206	4
"YFR015C_mRNA"	2349	89	2124	136	22
"YFR016C_mRNA"	3847	94	3699	54	28
"YFR017C_mRNA"	788	84	585	119	Inf
"YFR018C_mRNA"	1362	97	1089	176	4
"YFR019W_mRNA"	7107	97	6834	176	103
"YFR020W_mRNA"	969	97	696	176	73
"YFR021W_mRNA"	1704	94	1500	110	55
"YFR022W_mRNA"	2472	97	2199	176	31
"YFR023W_mRNA"	2106	97	1833	176	16
"YFR024C-A_mRNA"	1674	35	1377	262	10
"YFR025C_mRNA"	1173	40	1005	128	106
"YFR026C_mRNA"	1611	1002	507	102	Inf
"YFR027W_mRNA"	1116	97	843	176	115
"YFR028C_mRNA"	1926	97	1653	176	52
"YFR029W_mRNA"	2307	97	2034	176	10
"YFR030W_mRNA"	3278	119	3105	54	Inf
"YFR031C_mRNA"	3783	97	3510	176	40
"YFR031C-A_mRNA"	943	46	762	135	10
"YFR032C_mRNA"	1140	97	867	176	37
"YFR032C-A_mRNA"	383	100	177	106	10
"YFR032C-B_mRNA"	534	97	261	176	22
"YFR033C_mRNA"	712	127	441	144	43
"YFR034C_mRNA"	1209	97	936	176	121
"YFR034W-A_mRNA"	558	97	285	176	Inf
"YFR035C_mRNA"	615	97	342	176	64
"YFR036W_mRNA"	555	39	372	144	4
"YFR037C_mRNA"	1873	38	1671	164	13
"YFR036W-A_mRNA"	921	97	648	176	Inf
"YFR038W_mRNA"	2656	6	2559	91	Inf
"YFR039C_mRNA"	1803	97	1530	176	103
"YFR040W_mRNA"	3279	97	3006	176	46
"YFR041C_mRNA"	1158	97	885	176	37
"YFR042W_mRNA"	758	48	600	110	19
"YFR043C_mRNA"	984	97	711	176	40
"YFR044C_mRNA"	1716	97	1443	176	109
"YFR045W_mRNA"	1050	16	927	107	4
"YFR046C_mRNA"	1356	97	1083	176	28
"YFR047C_mRNA"	1158	97	885	176	52
"YFR048W_mRNA"	2084	52	1986	46	31
"YFR049W_mRNA"	681	180	369	132	25
"YFR050C_mRNA"	1024	53	798	173	88
"YFR051C_mRNA"	1767	53	1638	76	52
"YFR052W_mRNA"	1072	40	822	210	16
"YFR052C-A_mRNA"	576	97	303	176	Inf
"YFR053C_mRNA"	1720	111	1455	154	4
"YFR054C_mRNA"	849	97	576	176	46
"YFR056C_mRNA"	639	97	366	176	64
"YFR055W_mRNA"	1558	57	1020	481	67
"YFR057W_mRNA"	726	97	453	176	112
"YGL263W_mRNA"	1413	97	1140	176	31
"YGL262W_mRNA"	798	97	525	176	28
"YGL261C_mRNA"	633	97	360	176	43
"YGL260W_mRNA"	501	97	228	176	166
"YGL259W_mRNA"	768	97	495	176	34
"YGL258W-A_mRNA"	504	97	231	176	Inf
"YGL258W_mRNA"	891	97	618	176	37
"YGL257C_mRNA"	1947	97	1674	176	25
"YGL256W_mRNA"	1815	489	1146	180	22
"YGL255W_mRNA"	1272	45	1128	99	88
"YGL254W_mRNA"	1170	97	897	176	10
"YGL253W_mRNA"	1716	47	1458	211	7
"YGL252C_mRNA"	2042	60	1764	218	52
"YGL251C_mRNA"	3834	97	3561	176	124
"YGL250W_mRNA"	996	97	723	176	16
"YGL249W_mRNA"	2385	97	2112	176	121
"YGL248W_mRNA"	1380	97	1107	176	19
"YGL247W_mRNA"	684	20	591	73	10
"YGL246C_mRNA"	1434	97	1161	176	58
"YGL245W_mRNA"	2211	24	2124	63	16
"YGL244W_mRNA"	1947	97	1674	176	4
"YGL243W_mRNA"	1473	97	1200	176	49
"YGL242C_mRNA"	811	65	543	203	4
"YGL241W_mRNA"	3285	97	3012	176	Inf
"YGL240W_mRNA"	1023	97	750	176	4
"YGL239C_mRNA"	585	97	312	176	55
"YGL238W_mRNA"	2999	11	2880	108	25
"YGL237C_mRNA"	1068	97	795	176	151
"YGL236C_mRNA"	2085	21	2007	57	19
"YGL235W_mRNA"	807	97	534	176	46
"YGL234W_mRNA"	2615	96	2406	113	22
"YGL233W_mRNA"	2844	46	2730	68	Inf
"YGL232W_mRNA"	975	30	867	78	34
"YGL231C_mRNA"	689	37	570	82	46
"YGL230C_mRNA"	714	97	441	176	49
"YGL229C_mRNA"	2727	97	2454	176	10
"YGL228W_mRNA"	1940	59	1731	150	4
"YGL227W_mRNA"	3147	97	2874	176	7
"YGL226C-A_mRNA"	473	60	258	155	22
"YGL226W_mRNA"	489	10	369	110	88
"YGL225W_mRNA"	1232	93	1011	128	55
"YGL224C_mRNA"	1113	97	840	176	70
"YGL223C_mRNA"	1524	97	1251	176	115
"YGL222C_mRNA"	798	97	525	176	64
"YGL221C_mRNA"	974	24	864	86	Inf
"YGL220W_mRNA"	633	97	360	176	10
"YGL219C_mRNA"	1507	48	1377	82	19
"YGL218W_mRNA"	921	97	648	176	37
"YGL216W_mRNA"	2726	261	2415	50	19
"YGL217C_mRNA"	612	97	339	176	13
"YGL215W_mRNA"	2128	472	1356	300	4
"YGL213C_mRNA"	1466	42	1191	233	19
"YGL214W_mRNA"	756	97	483	176	25
"YGL212W_mRNA"	1221	97	948	176	52
"YGL211W_mRNA"	1350	97	1077	176	22
"YGL210W_mRNA"	820	40	666	114	67
"YGL209W_mRNA"	1419	97	1146	176	40
"YGL208W_mRNA"	1518	97	1245	176	22
"YGL207W_mRNA"	3330	93	3105	132	10
"YGL206C_mRNA"	5232	97	4959	176	79
"YGL205W_mRNA"	2517	97	2244	176	79
"YGL204C_mRNA"	576	97	303	176	31
"YGL203C_mRNA"	2341	92	2187	62	13
"YGL202W_mRNA"	1759	135	1500	124	37
"YGL201C_mRNA"	3306	67	3051	188	106
"YGL200C_mRNA"	755	61	609	85	76
"YGL199C_mRNA"	741	97	468	176	49
"YGL198W_mRNA"	779	22	705	52	7
"YGL197W_mRNA"	4734	97	4461	176	37
"YGL196W_mRNA"	1491	94	1284	113	85
"YGL195W_mRNA"	8289	97	8016	176	85
"YGL194C-A_mRNA"	652	260	240	152	19
"YGL194C_mRNA"	1629	97	1356	176	25
"YGL193C_mRNA"	582	97	309	176	82
"YGL192W_mRNA"	1893	36	1800	57	13
"YGL191W_mRNA"	756	111	387	258	13
"YGL190C_mRNA"	1851	97	1578	176	7
"YGL189C_mRNA"	640	107	357	176	10
"YGL188C-A_mRNA"	411	97	138	176	151
"YGL188C_mRNA"	444	97	171	176	55
"YGL187C_mRNA"	822	109	465	248	127
"YGL186C_mRNA"	1864	82	1737	45	10
"YGL185C_mRNA"	1410	97	1137	176	4
"YGL184C_mRNA"	1668	97	1395	176	40
"YGL183C_mRNA"	930	97	657	176	40
"YGL182C_mRNA"	594	97	321	176	4
"YGL181W_mRNA"	1358	53	1188	117	7
"YGL180W_mRNA"	2964	97	2691	176	67
"YGL179C_mRNA"	1953	97	1680	176	25
"YGL178W_mRNA"	2850	97	2577	176	79
"YGL177W_mRNA"	618	97	345	176	7
"YGL176C_mRNA"	1935	97	1662	176	Inf
"YGL175C_mRNA"	1308	97	1035	176	61
"YGL174W_mRNA"	1071	97	798	176	7
"YGL173C_mRNA"	4857	97	4584	176	85
"YGL172W_mRNA"	1544	32	1416	96	64
"YGL171W_mRNA"	1811	26	1692	93	43
"YGL170C_mRNA"	1512	97	1239	176	31
"YGL169W_mRNA"	1583	93	1278	212	13
"YGL168W_mRNA"	603	97	330	176	28
"YGL167C_mRNA"	3123	97	2850	176	Inf
"YGL166W_mRNA"	863	21	675	167	22
"YGL165C_mRNA"	849	97	576	176	Inf
"YGL164C_mRNA"	1593	97	1320	176	Inf
"YGL163C_mRNA"	2967	97	2694	176	25
"YGL162W_mRNA"	1218	212	897	109	103
"YGL161C_mRNA"	1172	109	930	133	43
"YGL160W_mRNA"	1970	123	1710	137	73
"YGL159W_mRNA"	1383	97	1110	176	103
"YGL158W_mRNA"	1809	97	1536	176	136
"YGL157W_mRNA"	1223	93	1041	89	13
"YGL156W_mRNA"	3522	97	3249	176	64
"YGL155W_mRNA"	1379	52	1128	199	37
"YGL154C_mRNA"	1089	97	816	176	46
"YGL153W_mRNA"	1296	97	1023	176	16
"YGL152C_mRNA"	948	97	675	176	133
"YGL151W_mRNA"	3535	45	3396	94	22
"YGL150C_mRNA"	4740	97	4467	176	43
"YGL149W_mRNA"	576	97	303	176	46
"YGL148W_mRNA"	1349	114	1128	107	7
"YGL147C_mRNA"	743	47	573	123	22
"YGL146C_mRNA"	1206	97	933	176	58
"YGL145W_mRNA"	2196	70	2103	23	Inf
"YGL144C_mRNA"	2328	97	2055	176	4
"YGL143C_mRNA"	1512	97	1239	176	10
"YGL142C_mRNA"	2064	65	1848	151	61
"YGL141W_mRNA"	3003	97	2730	176	16
"YGL140C_mRNA"	3930	97	3657	176	19
"YGL139W_mRNA"	2679	97	2406	176	130
"YGL138C_mRNA"	1308	97	1035	176	166
"YGL137W_mRNA"	2905	44	2667	194	43
"YGL136C_mRNA"	1233	97	960	176	154
"YGL135W_mRNA"	903	135	651	117	19
"YGL134W_mRNA"	1468	114	1299	55	19
"YGL133W_mRNA"	4065	97	3792	176	28
"YGL131C_mRNA"	4482	97	4209	176	151
"YGL132W_mRNA"	606	97	333	176	115
"YGL130W_mRNA"	1579	52	1377	150	37
"YGL129C_mRNA"	1623	97	1350	176	4
"YGL128C_mRNA"	1122	97	849	176	Inf
"YGL127C_mRNA"	654	97	381	176	Inf
"YGL126W_mRNA"	1413	97	1140	176	22
"YGL125W_mRNA"	2073	97	1800	176	4
"YGL124C_mRNA"	2205	97	1932	176	40
"YGL123W_mRNA"	1044	190	762	92	28
"YGL123C-A_mRNA"	501	97	228	176	25
"YGL122C_mRNA"	1848	97	1575	176	118
"YGL121C_mRNA"	684	126	378	180	34
"YGL120C_mRNA"	2479	56	2301	122	Inf
"YGL119W_mRNA"	1695	42	1503	150	46
"YGL118C_mRNA"	708	97	435	176	37
"YGL117W_mRNA"	995	111	795	89	4
"YGL116W_mRNA"	2146	215	1830	101	4
"YGL115W_mRNA"	1177	127	966	84	40
"YGL114W_mRNA"	2448	97	2175	176	70
"YGL113W_mRNA"	2343	95	2004	244	61
"YGL112C_mRNA"	1721	52	1548	121	4
"YGL111W_mRNA"	1614	53	1389	172	4
"YGL110C_mRNA"	2145	97	1872	176	4
"YGL109W_mRNA"	594	97	321	176	142
"YGL108C_mRNA"	693	97	420	176	139
"YGL107C_mRNA"	2092	59	1938	95	7
"YGL106W_mRNA"	614	29	447	138	88
"YGL105W_mRNA"	1319	65	1128	126	31
"YGL104C_mRNA"	1650	52	1458	140	25
"YGL103W_mRNA"	590	46	447	97	61
"YGL102C_mRNA"	699	97	426	176	4
"YGL101W_mRNA"	911	12	645	254	4
"YGL100W_mRNA"	1220	82	1047	91	Inf
"YGL099W_mRNA"	2029	64	1920	45	7
"YGL098W_mRNA"	1008	97	735	176	85
"YGL097W_mRNA"	1641	76	1446	119	40
"YGL096W_mRNA"	1101	97	828	176	55
"YGL095C_mRNA"	1870	67	1731	72	22
"YGL094C_mRNA"	3618	97	3345	176	25
"YGL093W_mRNA"	2888	96	2751	41	Inf
"YGL092W_mRNA"	4224	97	3951	176	73
"YGL091C_mRNA"	1257	97	984	176	85
"YGL090W_mRNA"	1536	97	1263	176	16
"YGL089C_mRNA"	633	97	360	176	25
"YGL088W_mRNA"	636	97	363	176	49
"YGL087C_mRNA"	603	60	411	132	19
"YGL086W_mRNA"	2520	97	2247	176	19
"YGL085W_mRNA"	1095	97	822	176	124
"YGL084C_mRNA"	1848	60	1680	108	31
"YGL083W_mRNA"	2640	78	2412	150	34
"YGL082W_mRNA"	1418	79	1143	196	73
"YGL081W_mRNA"	1233	97	960	176	7
"YGL080W_mRNA"	731	72	390	269	28
"YGL079W_mRNA"	832	33	654	145	79
"YGL078C_mRNA"	1860	83	1569	208	100
"YGL077C_mRNA"	1962	97	1689	176	82
"YGL076C_mRNA"	855	30	732	93	10
"YGL075C_mRNA"	1434	97	1161	176	64
"YGL074C_mRNA"	597	97	324	176	10
"YGL073W_mRNA"	2772	97	2499	176	22
"YGL072C_mRNA"	630	97	357	176	34
"YGL071W_mRNA"	2343	97	2070	176	82
"YGL070C_mRNA"	639	97	366	176	79
"YGL069C_mRNA"	735	97	462	176	55
"YGL068W_mRNA"	808	47	582	179	7
"YGL067W_mRNA"	1257	79	1152	26	13
"YGL066W_mRNA"	2244	97	1971	176	43
